,1,2,3,4,5
3246,The CAP AIDS Network Daily is out Stories via MNCH,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.78E+17,0.0
3247,The case prompted officials to reach a decision on a Holiday Pass at the facility with Cardinal Woman and County,ischemic stroke,Cardiovascular and circulatory diseases,6.78E+17,0.0
3248,The chase all good until my asthma start acting up When i gutta slow down ll mamma,multiple sclerosis,Neurological disorders,6.78E+17,0.0
3249,The clinical benefit of cardiac resynchronization therapy optimization using a device based hemodynamic senior in,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3250,The Dangers give me pancreatitis,Cervical cancer,Neoplasms,6.81E+17,0.0
3251,The death of certain brain cells may be a trigger for MultipleSclerosis,Liver cancer,Neoplasms,6.77E+17,0.0
3252,The Diabetes 60 System,Non-Hodgkin lymphoma,Neoplasms,6.70E+17,0.0
3253,The Diabetes 60 System Doctor approved and pioneering system to 100 naturally and safely reverse type 2 diam,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,0.0
3254,The died of breast cancer and toward the end she could only speak spanish and would almost instantly forget your name,Atrial flutter,Cardiovascular and circulatory diseases,6.74E+17,0.0
3255,The Difference Between Small Well Hung Cancer and Mesothelioma mesothelioma,Ovarian cancer,Neoplasms,6.77E+17,0.0
3256,The Effect of Educational Program on Increasing Cervical Cancer Screening Behavior among Women in Hamadan,COPD,Chronic respiratory diseases,6.77E+17,0.0
3258,The Effect of Perioperative Ischaemia and Reperfusion on Multiorgan Dysfunction following Abdominal Aortic Aneurysm,multiple sclerosis,Neurological disorders,6.78E+17,0.0
3259,The endocarditis team in 2015 To of centres have these,Non-Hodgkin lymphoma,Neoplasms,6.76E+17,0.0
3260,The EVAR I trial Endovascular vs open abdominal aortic aneurysm repair Classic Series More studies,Leukemia,Neoplasms,6.80E+17,0.0
3261,The fabulous raising awareness looks cosy NowGoCheckYourBits,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,0.0
3262,The Face of Abortion Give now Chained To More Radio,Migraine,Neurological disorders,6.81E+17,0.0
3265,The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney cancer within weeks of each of,multiple sclerosis,Neurological disorders,6.80E+17,0.0
3266,The FaroeIslanders risk brain disease and Parkinsons by eating whale OpKillingBay of,Pancreatic cancer,Neoplasms,6.80E+17,0.0
3267,The felt WAY better after lap whole remove gall bladder,Gall bladder,Digestive diseases (except cirrhosis),6.81E+17,0.0
3268,The first owner of the Marlboro Company died of lung cancer interesting didyouknow,Prostate cancer,Neoplasms,6.77E+17,0.0
3269,The Genetic and Pathogenesis of Thoracic Aortic Aneurysm Disorder and Dissections,Pancreatic cancer,Neoplasms,6.76E+17,0.0
3270,The having a tough pregnancy The had cervical cancer twice so her croix is comprise Very day is full of prayers,Hypertensive heart disease,Cardiovascular and circulatory diseases,6.81E+17,0.0
3271,The hidden epilepsy epidemic Doctors call for better education via,Pancreatic cancer,Neoplasms,6.78E+17,0.0
3272,The HPV shot was created to cure prevent cervical cancer,Abortion,Maternal disorders,6.78E+17,0.0
3273,The importance of the knowing how and where your food is produced an organochlorine pesticide used by pineapple,Prostate cancer,Neoplasms,6.77E+17,0.0
3274,The importance of time in treating patients with ischaemic stroke,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,0.0
3275,The Indian consensus guidance on stroke prevention in trial fibrillation In emphasis on practical use of,Breast cancer,Neoplasms,6.78E+17,0.0
3276,The infection was discovered during an unrelated medical exam Tuberculosis,Kidney cancer,Neoplasms,6.77E+17,0.0
3277,The Leukaemia and Lymphoma Society Presents Solo for a Purpose,COPD,Chronic respiratory diseases,6.80E+17,0.0
3278,The main differential diagnosis includes non Hodgkin lympho of the lymphoblastic type Burkitt lympho large cell lympho and small,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3279,The Mental Bulge an Early Echocardiographic Sign in Hypertensive Heart Disease JASH,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3280,the money is being donate to one of the teachers because his kid that s a few months old has liver cancer,Parkinsons disease,Neurological disorders,6.77E+17,0.0
3281,The most widely used staying scheme for childhood non Hodgkin lympho NHL is that of the It Rude Children s Research Hospital Murphy,Prostate cancer,Neoplasms,6.81E+17,0.0
3282,The next Fig Thing is found Head more it it it,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,0.0
3283,The nursing instructor asks a nursing student to describe the route of transmission of tuberculosis The,COPD,Chronic respiratory diseases,6.78E+17,0.0
3284,The On Hodgkin Lymphoma SnapShot is Now Available NOW AVAILABLE For the On Hodgkin Lymphoma Market A,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,0.0
3285,The only way to stop a bad guy with pancreatic cancer is a good guy with pancreatic cancer,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3286,The Pancreatitis Week is out,Kidney cancer,Neoplasms,6.77E+17,0.0
3287,The patient was actually more complicated than that I couldn t even remember signs of infective endocarditis ShouldntHaveWrittenThat,Endocarditis,Cardiovascular and circulatory diseases,6.76E+17,0.0
3288,The preparations from cell juice of the leaves of aloe vera are complementary septic ulcer necrosis stimulate,multiple sclerosis,Neurological disorders,6.81E+17,0.0
3289,The presence amp severity of myocarditis is different in men than in women Research into why is under way More,Parkinsons disease,Neurological disorders,6.81E+17,0.0
3290,The ransom her sex not best sex a man can get prostate cancer now at alarming levels for concern amp rising extinct,Leukemia,Neoplasms,6.77E+17,0.0
3291,The recurrent wheeling preschool child benign or asthma in the making,Cardiomyopathy,Cardiovascular and circulatory diseases,6.75E+17,0.0
3292,The Renal Support Network RSN is a non profit organization that provides non medical services to those affected by Kidney Disease,Pancreatic cancer,Neoplasms,6.80E+17,0.0
3293,The role of high intensity focused ultrasound in relation of trial fibrillation and other cardiac,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,0.0
3294,The Same Probiotic That s In Your Court Would Detect River Cancer via,Breast cancer,Neoplasms,6.78E+17,0.0
3295,The Science of HIV AIDS via,Breast cancer,Neoplasms,6.80E+17,0.0
3296,The scourge of HIV AIDS is also symptomatic of rapid social transformation,Atrial fibrillation,Cardiovascular and circulatory diseases,6.78E+17,0.0
3297,the side effects with epilepsy beds are ridiculous Even with the new beds I m on Of I can cut it down that would be great,COPD,Chronic respiratory diseases,6.79E+17,0.0
3298,The Silent Story of Pale Breast Cancer conscioushealthsolutions health,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,0.0
3299,The Sole of Mean Platelets Volume in Chronic Destructive Pulmonary Disease Exacerbations,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3300,The th choice in ESRD care palliative care is sometimes a choice that patients prefer over choosing analysis,Pancreatic cancer,Neoplasms,6.77E+17,0.0
3301,The Them Made He To It via ovarian cancer survivor walk,lung cancer,Neoplasms,6.77E+17,0.0
3302,The Use of Spinal Manipulative Therapy in the Management of Chronic Destructive Pulmonary Disease A Systematic,Cervical cancer,Neoplasms,6.80E+17,0.0
3303,The Warily Mansfeld Daily is out Stories via,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,0.0
3304,The Was Worn The Girl Without a Face Of Only Those Who Suggested Abortion Would See Her Now,Migraine,Neurological disorders,6.81E+17,0.0
3305,The weather has given me a migrate and my cat won t stop mowing for no reason,Epilepsy,Neurological disorders,6.80E+17,0.0
3306,Therapeutic implication of innate immune system in acute pancreatitis,Prostate cancer,Neoplasms,6.80E+17,0.0
3307,There are so many emotions you may feel when diagnosed with breast cancer all of them are normal,Epilepsy,Neurological disorders,6.81E+17,0.0
3308,There are so many things I want to do but you see the way my asthma is set up,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
3309,there aren t any funds The was just diagnosed with Hypertensive Heart Disease cardiomyopathy amp lumps in her right breast The,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,0.0
3310,There is association between endometriosis and certain types of cancers ovarian cancer non Hodgkin s lympho and brain cancer,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,0.0
3311,There s no cure for Cancer HIV AIDS John s disease LiesToldToUs,Alzheimer,Neurological disorders,6.80E+17,0.0
3312,There s no right way to go To what if I m a sinner I ve got black spots on my liver amp cancer growing on both of my lungs,Cervical cancer,Neoplasms,6.80E+17,0.0
3313,There s nothing more painful than watching someone at the end of their life because of Dementia Alzheimer s,Migraine,Neurological disorders,6.81E+17,0.0
3314,Thermal plate KEEPS FOOD HOT A Z GUARANTEE MedAid for the sick and the elderly Alzheimer s geriatrics,Liver cancer,Neoplasms,6.79E+17,0.0
3315,These findings highlight the anti inflammatory effects of cannabidiol in this vital model of multiple clerk,myocarditis,Cardiovascular and circulatory diseases,6.73E+17,0.0
3316,These prehistoric minerals saved friends life in 2002 Peter had an aortic aneurysm of 10 cm He bought of To now of To,Liver cancer,Neoplasms,6.81E+17,0.0
3317,These rejects twist themselves into pretzels to deny the humanity of the real victims of abortion It s entering but also sad,Aortic aneurysm,Cardiovascular and circulatory diseases,6.80E+17,0.0
3318,these two people on the train breast cancer bone cancer blood cancer all easy only liver and brain difficult,Ovarian cancer,Neoplasms,6.81E+17,0.0
3319,These Yoruba women know how to ruin a good meal with Pepper Ai I refuse to have perforated septic ulcer And Hammercy,Alzheimer,Neurological disorders,6.78E+17,0.0
3320,They are the appendix or gall bladder of British society,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
3321,they ll just remove it and with some adjustments in beds he ll be good as new I have no gall bladder,Breast cancer,Neoplasms,6.78E+17,0.0
3322,they were going to take gall bladder lymph nodes binary duct and part of liver They only took gall bladder and lymph nodes,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,0.0
3323,Things faster than the waynesboro Hairy Queen HIV AIDS,Prostate cancer,Neoplasms,6.77E+17,0.0
3324,Think it s time I made an appointment to get my gall bladder removed Feels like I have a chestburster in my chest,Breast cancer,Neoplasms,6.77E+17,0.0
3325,Think Muster is his asthma apprentice,Liver cancer,Neoplasms,6.80E+17,0.0
3326,THIS ANCIENT REMEDY CURES HIV AIDS DIABETES CANCER STROKE STDS ARTHRITIS amp MORE,Kidney cancer,Neoplasms,6.77E+17,0.0
3327,this is a pneumoconiosis,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,0.0
3328,this little guy battled leukaemia like a champ That s y I run 4 B6unselfiesweepstakes,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,0.0
3329,this looks like diabetes in a meal,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,0.0
3330,this master shit had our type call literally develop asthma for five minutes,lung cancer,Neoplasms,6.77E+17,0.0
3331,this sweet gave me stage four pancreatic cancer,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,0.0
3332,Three four cups of coffee can cut diabetes risk,Maternal hemorrhage,Maternal disorders,6.70E+17,0.0
3333,Three studies presented at the American Epilepsy Society s with Annual Meeting in Philadelphia Dec th found a,multiple sclerosis,Neurological disorders,6.77E+17,0.0
3334,Thrombolysis is not associated with a higher rate of cerebral haemorrhage in severe ischaemic stroke stroke,Parkinsons disease,Neurological disorders,6.81E+17,0.0
3335,Time to Act is Now Fighting HIV amp AIDS stroma through World AIDS May event peer navigation amp health publication,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,0.0
3336,Time to Met to the Real Work of Ending Breast Cancer,Alzheimer,Neurological disorders,6.81E+17,0.0
3337,Timeline of septic ulcer disease amp Helicobacter pylorus Unbelievable how long acceptance took,multiple sclerosis,Neurological disorders,6.80E+17,0.0
3338,Tiny drug laden popping bubbles lead triple attack treatment for liver cancer,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,0.0
3340,Title Septic ulcer Pathophysiology Septic ulcers are open sores that develop on the inside lining of your,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,0.0
3341,To called Multiple Sclerosis of is an UNPROVEN autoimmune THEORY based solely on SYMPTOMS,Migraine,Neurological disorders,6.81E+17,0.0
3342,To exclude septic ulcer disease coeliac disease inflammatory bowel disease and malignancies endoscopy and gipsies are helpful IBS,Abortion,Maternal disorders,6.77E+17,0.0
3343,To god lets a child be born with leukaemia for example just so they can suffer for a few years,Endocarditis,Cardiovascular and circulatory diseases,6.71E+17,0.0
3344,To High Protein Its Cause Kidney Disease and Cancer,Leukemia,Neoplasms,6.81E+17,0.0
3345,To mark UHCDay amp promote HealthForAll has launched a new policy brief May,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,0.0
3346,To more Drugs Hills or Insulin Injections It s December 24 2015 at 12 46AM Diabetes,Ovarian cancer,Neoplasms,6.80E+17,0.0
3347,To more migrate still fever I think I went and touched all my pets and that helped,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
3348,To my friends with metastatic breast cancer check out the mbcproject if you haven t already,Pneumoconiosis,Chronic respiratory diseases,6.80E+17,0.0
3349,To no no he opposed abortion of homes because he is one LOL Box,Non-Hodgkin lymphoma,Neoplasms,6.80E+17,0.0
3350,To now I am down a master and a microwave and my mon has liver cancer well damn this year is kicking my ass feeling frustrated,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,0.0
3351,To severalize the causes alias restraining pertaining to magnum pus diabetes yfjxU,Asthma,Chronic respiratory diseases,6.77E+17,0.0
3352,To Such Christmas Rudeness cooking,Liver cancer,Neoplasms,6.80E+17,0.0
3353,To sum is diagnosed with cervical cancer and had to undergo surgery the whole family creaked out yet she was all my doctor s handsome yes,Gall bladder,Digestive diseases (except cirrhosis),6.77E+17,0.0
3354,To That are you supposed to do when you find out your dearly loved Tom has pancreatic cancer Devastated heartbroken numb angry,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3355,To the guy who s been building me at work got me medicine for my migrate I knew he was a good person,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
3356,To the Prince suffered from Cardiomyopathy that s what it means to have the Christmas spirit,Epilepsy,Neurological disorders,6.78E+17,0.0
3357,To you get all of your questions answered by your family doctor or cardiologist rib heart,Prostate cancer,Neoplasms,6.80E+17,0.0
3358,To you have eczema Clergy amp Asthma Associates of Southern California can help you All 949 364 2900,Epilepsy,Neurological disorders,6.77E+17,0.0
3359,To you know what the 5 year survival rate is amp how it s used for patient s prognosis ProstateCancer MensHealth,Epilepsy,Neurological disorders,6.77E+17,0.0
3360,To You Or Someone You Love Have Diabetes These Lips Are For You,myocarditis,Cardiovascular and circulatory diseases,6.80E+17,0.0
3361,To you suffer from asthma or galleries New research shows natural relief with flax seeds soybeans,Pancreatitis,Digestive diseases (except cirrhosis),6.79E+17,0.0
3362,To you think I have Alzheimer s if I can t remember my own name Vol no Mob,Alzheimer,Neurological disorders,6.77E+17,0.0
3363,TODAY 3PM of HepBUnited weimar on the link between River Cancer amp Girl Keratitis,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,0.0
3364,Today I join in declaring that we must end presentable maternal deaths from haemorrhage ZeroMaternalDeaths,myocarditis,Cardiovascular and circulatory diseases,6.76E+17,0.0
3365,Tom Marijuana can help children MME connais marijuana epilepsy,Aortic aneurysm,Cardiovascular and circulatory diseases,6.73E+17,0.0
3366,Tom on at least Tuberculosis That would ve been it tuberculosis mercy,Epilepsy,Neurological disorders,6.80E+17,0.0
3367,Tomorrow Asthma check up Tuesday appointment at cardiologist By body seems to think I worked more or less for 35 years Now screw you,Epilepsy,Neurological disorders,6.77E+17,0.0
3368,TONIGHT The and Annual Eating Mala fundraiser for Leukaemia amp Lymphoma Society w Archangel Cadaver Polls Sickle amp more 8PM 8 baffled,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,0.0
3369,too bad Drama doesn t get prostate cancer or his husband give him HIV,Pancreatitis,Digestive diseases (except cirrhosis),6.75E+17,0.0
3370,Took Six Months to Give By Cardiomyopathy Story of Mind Over Medicine by Forgot Maurice,Peptic ulcer,Digestive diseases (except cirrhosis),6.70E+17,0.0
3371,Top 10 tips to prevent breastcancer,Epilepsy,Neurological disorders,6.77E+17,0.0
3372,Top 5 Health Benefits of Avocado arthritis avocadobenefits diabetes,Kidney cancer,Neoplasms,6.80E+17,0.0
3373,Top epilepsy Twitter influences one should follow,multiple sclerosis,Neurological disorders,6.77E+17,0.0
3374,Top multiple sclerosis articles from last week,Asthma,Chronic respiratory diseases,6.80E+17,0.0
3375,Top multiple sclerosis Twitter influences one should follow,Kidney cancer,Neoplasms,6.78E+17,0.0
3376,Top pancreatic cancer influences one should follow,Parkinsons disease,Neurological disorders,6.78E+17,0.0
3377,Top prostate cancer articles from last week,Breast cancer,Neoplasms,6.78E+17,0.0
3378,Top story Congress fighting for 350M in Alzheimer s research see more,Epilepsy,Neurological disorders,6.77E+17,0.0
3379,Top story The dementia guide Support for cares Alzheimer s Society see more,Pancreatic cancer,Neoplasms,6.76E+17,0.0
3380,Top Treatments For of,Alzheimer,Neurological disorders,6.80E+17,0.0
3381,Topical marijuana cream may help treat multiple sclerosis MME of medicalmarijuana And,Liver cancer,Neoplasms,6.77E+17,0.0
3382,traditional way Cause it all seemed like oh i want an abortion Met me have this woman beat me up to do it,Parkinsons disease,Neurological disorders,6.78E+17,0.0
3383,Tragedy as ex bodybuilder loses battle with liver cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3384,training this girl is so annoying like ll bitch can t even pronounce chronic destructive pulmonary disease,Ovarian cancer,Neoplasms,6.78E+17,0.0
3385,Treatment for pancreatic cancer depends on a number of factors,Alzheimer,Neurological disorders,6.80E+17,0.0
3386,Treatments to stop Alzheimer s step closer as scientists discover key inhibit molecule,Migraine,Neurological disorders,6.81E+17,0.0
3387,Trial and Ventricular Arrhythmia Associated Factors in Table Patients with Chronic Destructive Pulmonary Disease,Epilepsy,Neurological disorders,6.78E+17,0.0
3388,Trial fibrillation patients on digoxin face increased risk of death,Alzheimer,Neurological disorders,6.78E+17,0.0
3389,Trial fibrillation recurrence lower with sleep anna treatment,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3390,Trial Fibrillation Surgery Market Global Forecast to 2020 Catheter Relation Procedures Old the Major Share in,Parkinsons disease,Neurological disorders,6.77E+17,0.0
3391,Trial fibrillation to reach epidemic proportions by 2034 Australian research,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3392,Trial flutter,Pancreatic cancer,Neoplasms,6.78E+17,0.0
3393,trial flutter 2 1 with bundle branch block,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,0.0
3394,Trial flutter when ever see the mug or call,Cervical cancer,Neoplasms,6.76E+17,0.0
3395,Trial Flutter with variable condition,Parkinsons disease,Neurological disorders,6.76E+17,0.0
3396,Trigeminal neuralgia type of nerve pain is an early multiple sclerosis symptom,Migraine,Neurological disorders,6.81E+17,0.0
3397,Truce has chronic destructive pulmonary disease Anne cares for him His is their story facesofhealthcare,Cervical cancer,Neoplasms,6.77E+17,0.0
3398,truly I am becoming my father laughing myself into an asthma attack unexpectedly,Atrial fibrillation,Cardiovascular and circulatory diseases,6.79E+17,0.0
3399,truth Camp Jeune water illnesses Kidney amp River Cancer non Hodgkin Lymphoma Leukaemia Myeloma Scleroderma Atkinson s MilitaryTimes,Liver cancer,Neoplasms,6.78E+17,0.0
3400,Trying get million people to send me 1 I m dying from pancreatic cancer please read story amp help family ad,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,0.0
3401,Trying to survive River Cancer,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,0.0
3402,TSRI scientists show how drug molecule regulate a medially important protein A new study led,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,0.0
3403,Tuberculosis again,Leukemia,Neoplasms,6.81E+17,0.0
3405,Tuberculosis Case Discovered at Westchester County Nail improvement,COPD,Chronic respiratory diseases,6.78E+17,0.0
3406,Tuberculosis Cholera and Measles are on the Rise in England I4U News,Breast cancer,Neoplasms,6.80E+17,0.0
3407,Tuberculosis could be an infectious cause of Organizing Pneumonia,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17,0.0
3408,Tuberculosis Exposure For California Newborns,Prostate cancer,Neoplasms,6.77E+17,0.0
3409,Tuberculosis is spreading from animals to humans,Peptic ulcer,Digestive diseases (except cirrhosis),6.79E+17,0.0
3410,Tuberculosis my tuberculosis fever night sweats amp weight loss PPD amp IGRA R I P E S words BoardBullets Tuberculosis,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3411,Tuberculosis mycobacterium tuberculosis fever night sweats amp weight loss cough productive non amp,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3412,Tuberculosis News 5 million in funding for research into malaria and tuberculosis drug discovery pathogenposse,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3413,Tuberculosis News CDC introduces action plan to combat tuberculosis pathogenposse,Breast cancer,Neoplasms,6.80E+17,0.0
3414,Tuberculosis News Westchester jail inmate diagnosed with of pathogenposse,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,0.0
3415,Tuberculosis or of is unable w treatment which consists of multiple drugs amp must be taken for a minimum of six months,Hypertensive heart disease,Cardiovascular and circulatory diseases,6.73E+17,0.0
3416,Tuberculosis scurvy amp scarlet fever they re all back well I need a bubble suit,Aortic aneurysm,Cardiovascular and circulatory diseases,6.79E+17,0.0
3417,tune kookie him circumcision reduces cervical cancer in women,Epilepsy,Neurological disorders,6.77E+17,0.0
3418,Turn your Christmas shopping into a free donation for us via,Endocarditis,Cardiovascular and circulatory diseases,6.77E+17,0.0
3419,Two New Studies on Sofa and Parkinsons Disease YOGA FOR HEALTHY AGING,Leukemia,Neoplasms,6.77E+17,0.0
3420,Two peptides predict cardiomyopathy after brain haemorrhage parma bitch pharmaceutical bigpharma,Endocarditis,Cardiovascular and circulatory diseases,6.76E+17,0.0
3421,Type 2 Diabetes Diabetes and the Risk of Pancreatic Cancer,Parkinsons disease,Neurological disorders,6.77E+17,0.0
3422,Type 2 Diabetes Pancreatitis or Inflammation of the Pancreas,Pancreatic cancer,Neoplasms,6.76E+17,0.0
3423,U S FDA approved Li Silly s Basaglar diabetes drug Letters,Asthma,Chronic respiratory diseases,6.77E+17,0.0
3424,u shed eat or boiled eggs cut they cut or risk of breast cancer by 44,Pancreatic cancer,Neoplasms,6.78E+17,0.0
3425,ughhhhh I have recurrent pancreatitis so I know all about that hell But damn you been through it 2,Leukemia,Neoplasms,6.78E+17,0.0
3426,Understand Palliative and Spice Are for Stage 4 Breast Cancer,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,0.0
3427,Understanding fear and anxiety in patients at the time of an exacerbations of chronic destructive pulmonary disease,Pancreatic cancer,Neoplasms,6.76E+17,0.0
3428,Understanding First Line vs Second Line Therapy in LungCancer with Or Paul Said of entering last,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,0.0
3429,Undo Government Screens Residents For HIV Forces Condoms In Hotels,ischemic stroke,Cardiovascular and circulatory diseases,6.75E+17,0.0
3430,Unexpected Deaths Researches Explain Why Epilepsy May Account For More Most Years Of Life,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17,0.0
3431,Unhealthy Lifestyle and All Bladder Diseases,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17,0.0
3432,Unilorin Posts Breast And Cervical Cancer Awareness Seminar Students rsquo Union leadership University of Ll,Pancreatic cancer,Neoplasms,6.80E+17,0.0
3433,Unique aortic aneurysm repair shows promise,Endocarditis,Cardiovascular and circulatory diseases,6.71E+17,0.0
3434,University of Glasgow researches lead studies into new treatments for pancreatic Glasgow,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3435,University of Toronto scientists uncover how opioids cause dangerous breathing problems,Ovarian cancer,Neoplasms,6.77E+17,0.0
3436,up you did I just had an asthma attack because of it,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,0.0
3437,Update Guideline Infective Endocarditis,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,0.0
3438,Update on River Cancer It s And s Life via,Parkinsons disease,Neurological disorders,6.78E+17,0.0
3439,Updated Guideline Emphasized Prevention of Cervical Cancer,Alzheimer,Neurological disorders,6.78E+17,0.0
3440,Updated Guideline on Cervical Cancer Screening Issued by ACOG,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,0.0
3441,Urinary pouring Coming home jolly schweinishaxe apfelwein,Rheumatic heart,Cardiovascular and circulatory diseases,6.76E+17,0.0
3442,Use Invisible Rose Ask daily to reduce the effect of airborne particles by Pollen May fever Allergens amp Asthma dust,Parkinsons disease,Neurological disorders,6.78E+17,0.0
3443,Use Your H20 Steam Top to Reduce the Symptoms of Your Clergy Induced Asthma steammop,Pancreatitis,Digestive diseases (except cirrhosis),6.75E+17,0.0
3444,Using of to pop drug containing bubbles introduced into tumours of the liver could be the latest tool in cancer to,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3445,UTM 1 his has fibro and of I have of amp severe asthma currently in flare up Other his has diabetes,Alzheimer,Neurological disorders,6.81E+17,0.0
3446,UTSW researches lead collaboration charge to uncover genetic diversity of pancreatic cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
3447,Ventricular tachycardia trial fibrillation trial flutter systole,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,0.0
3448,Vera Later May Sure Diabetes Asthma Cholestrol And Kidney Diseases Were Is Now To,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,0.0
3449,Verbal Compound Songyou In and Moderate Swimming Suppress Growth and Metastasis of River Cancer by Enhancing Emma,Alzheimer,Neurological disorders,6.78E+17,0.0
3450,Veronal Death Is Possible Onset Source of Multiple Sclerosis,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3451,Very low indigenous testosterone in men is associated with high risk of ischaemic stroke,Cervical cancer,Neoplasms,6.76E+17,0.0
3452,Very very true One of my co workers died of cancer pancreatic I think and in the months leading up to his death the whole,Liver cancer,Neoplasms,6.76E+17,0.0
3453,Vessel I had pancreatitis years ago I went 5 days without food and a minimum of liquid The first bowl of chicken soup was magic,Pancreatic cancer,Neoplasms,6.77E+17,0.0
3454,via Hospital for Special Are Offers Innovative Chronic Destructive Pulmonary Disease Management,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3455,Vice work by a former Letters gal Pineapple Pesticide Linked to Atkinson s Disease,multiple sclerosis,Neurological disorders,6.81E+17,0.0
3456,Victoria Beckham visits HIV AIDS victims in Ethiopia,Atrial flutter,Cardiovascular and circulatory diseases,6.73E+17,0.0
3457,vidyala oh that would help Must thinking about it right now though I feel my gall bladder ready to kill me,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
3458,Vietnam veteran s widow wins service connection benefits for pancreatic cancer via,Cervical cancer,Neoplasms,6.78E+17,0.0
3459,View this Abdominal Aortic Aneurysm Interactive of Case Study from,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,0.0
3460,Virus scent inhibit liver cancer,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3461,Visit River Cancer Connect s patient focused webster to learn more about screening prevention treatment option,Liver cancer,Neoplasms,6.76E+17,0.0
3462,Visiting the role of COX 2 inhibit for non small cell lung cancer,Pancreatitis,Digestive diseases (except cirrhosis),6.76E+17,0.0
3463,Visual migrate s vaguely arrow shaped disturbance of my visual field slowly taking over Hard to read pause anything I can see,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
