Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
30,The Jungle Book,2016,"Raised by a family of wolves since birth, Mowgli (Neel Sethi) must leave the only home he's ever known when the fearsome tiger Shere Khan (Idris Elba) unleashes his mighty roar. Guided by a no-nonsense panther (Ben Kingsley) and a free-spirited bear (Bill Murray), the young boy meets an array of jungle animals, including a slithery python and a smooth-talking ape. Along the way, Mowgli learns valuable life lessons as his epic journey of self-discovery leads to fun and adventure.",94,86.0,"As lovely to behold as it is engrossing to watch, The Jungle Book is the rare remake that actually improves upon its predecessors -- all while setting a new standard for CGI.",325,"50,000+",Action & Adventure,PG,"kids and family, action, adventure, fantasy",English,Jon Favreau,"Jon Favreau, Brigham Taylor",Justin Marks,"Apr 15, 2016 wide",42605.0,$364.0M,1h 45m,Fairview Entertainment,Dolby Atmos,Flat (1.85:1),,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito, Christopher Walken, Garry Shandling, Jon Favreau, Justin Marks, Jon Favreau, Brigham Taylor, Peter Tobyansen, Molly Allen, Karen Gilchrist, Bill Pope, Mark Livolsi, John Debney",http://www.rottentomatoes.com/m/the_jungle_book_2016,1,2,1,1,105,364.0
31,Harry Potter and the Deathly Hallows: Part 2,2011,"A clash between good and evil awaits as young Harry (Daniel Radcliffe), Ron (Rupert Grint) and Hermione (Emma Watson) prepare for a final battle against Lord Voldemort (Ralph Fiennes). Harry has grown into a steely lad on a mission to rid the world of evil. The friends must search for the Horcruxes that keep the dastardly wizard immortal. Harry and Voldemort meet at Hogwarts Castle for an epic showdown where the forces of darkness may finally meet their match.",96,89.0,"Thrilling, powerfully acted, and visually dazzling, Deathly Hallows Part II brings the Harry Potter franchise to a satisfying -- and suitably magical -- conclusion.",331,"250,000+",Action & Adventure,PG-13,"fantasy, adventure",English,David Yates,"David Heyman, David Barron, J.K. Rowling",Steve Kloves,"Jul 15, 2011 wide",41844.0,$381.0M,2h 11m,"Warner Bros., Moving Picture Company, Heyday Films","SDDS, Dolby Digital",,Harry Potter,"Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes, Alan Rickman, Robbie Coltrane, Helena Bonham Carter, Jim Broadbent, Gary Oldman, Maggie Smith, Steve Kloves, David Heyman, David Barron, J.K. Rowling, Lionel Wigram, Eduardo Serra, Alexandre Desplat",http://www.rottentomatoes.com/m/harry_potter_and_the_deathly_hallows_part_2_2011,1,3,1,3,131,381.0
32,Skyfall,2012,"When James Bond's (Daniel Craig) latest assignment goes terribly wrong, it leads to a calamitous turn of events: Undercover agents around the world are exposed, and MI6 is attacked, forcing M (Judi Dench) to relocate the agency. With MI6 now compromised inside and out, M turns to the one man she can trust: Bond. Aided only by a field agent (Naomie Harris), Bond takes to the shadows and follows a trail to Silva (Javier Bardem), a man from M's past who wants to settle an old score.",92,86.0,"Sam Mendes brings Bond surging back with a smart, sexy, riveting action thriller that qualifies as one of the best 007 films to date.",379,"250,000+",Action & Adventure,PG-13,"mystery and thriller, adventure, action",English,Sam Mendes,"Michael G. Wilson, Barbara Broccoli","Neal Purvis, Robert Wade, John Logan","Nov 9, 2012 wide",42770.0,$304.4M,2h 23m,Eon Productions Ltd.,"SDDS, Dolby Digital, Datasat",,James Bond 007,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Ben Whishaw, Albert Finney, Rory Kinnear, Ola Rapace, Sam Mendes, Neal Purvis, Robert Wade, John Logan, Michael G. Wilson, Barbara Broccoli, Callum McDougall, Roger Deakins, Dennis Gassner, Stuart Baird",http://www.rottentomatoes.com/m/skyfall,1,2,3,1,143,304.4
33,Lawrence of Arabia,1962,"Due to his knowledge of the native Bedouin tribes, British Lieutenant T.E. Lawrence (Peter O'Toole) is sent to Arabia to find Prince Faisal (Alec Guinness) and serve as a liaison between the Arabs and the British in their fight against the Turks. With the aid of native Sherif Ali (Omar Sharif), Lawrence rebels against the orders of his superior officer and strikes out on a daring camel journey across the harsh desert to attack a well-guarded Turkish port.",97,93.0,"The epic of all epics, Lawrence of Arabia cements director David Lean's status in the filmmaking pantheon with nearly four hours of grand scope, brilliant performances, and beautiful cinematography.",91,"50,000+",Action & Adventure,PG,"drama, history, adventure, biography",English,David Lean,"Robert A. Harris, Sam Spiegel","Robert Bolt, Michael Wilson",,41366.0,$6.0M,3h 36m,Horizon Films,Surround,,,"Peter O'Toole, Alec Guinness, Anthony Quinn, Omar Sharif, Jack Hawkins, Jose Ferrer, Claude Rains, Anthony Quayle, Arthur Kennedy, Donald Wolfit, David Lean, Robert Bolt, Michael Wilson, Robert A. Harris, Sam Spiegel, Maurice Jarre, F.A. Young, Anne V. Coates, Maude Spector, John Box",http://www.rottentomatoes.com/m/lawrence_of_arabia,1,2,2,1,216,6.0
35,Apocalypse Now,1979,"In Vietnam in 1970, Captain Willard (Martin Sheen) takes a perilous and increasingly hallucinatory journey upriver to find and terminate Colonel Kurtz (Marlon Brando), a once-promising officer who has reportedly gone completely mad. In the company of a Navy patrol boat filled with street-smart kids, a surfing-obsessed Air Cavalry officer (Robert Duvall), and a crazed freelance photographer (Dennis Hopper), Willard travels further and further into the heart of darkness.",98,94.0,"Francis Ford Coppola's haunting, hallucinatory Vietnam War epic is cinema at its most audacious and visionary.",96,"250,000+",Action & Adventure,R,"drama, war",English,Francis Ford Coppola,"Kim Aubry, Francis Ford Coppola","Joseph Conrad, John Milius, Francis Ford Coppola, Michael Herr",,42327.0,$78.8M,2h 33m,Zoetrope Studios,Surround,,,"Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest, Albert Hall, Sam Bottoms, Larry Fishburne, Dennis Hopper, G.D. Spradlin, Harrison Ford, Francis Ford Coppola, Joseph Conrad, John Milius, Francis Ford Coppola, Michael Herr, Kim Aubry, Francis Ford Coppola, Carmine Coppola, Francis Ford Coppola, Vittorio Storaro",http://www.rottentomatoes.com/m/apocalypse_now,1,2,4,1,153,78.8
36,The Hurt Locker,2008,"Staff Sgt. William James (Jeremy Renner), Sgt. J.T. Sanborn (Anthony Mackie) and Specialist Owen Eldridge (Brian Geraghty) are members of a bomb-disposal unit in Baghdad. As their tour of duty enters its final weeks, the men face a set of increasingly hazardous situations, any of which could end their lives in an explosive instant.",97,84.0,"A well-acted, intensely shot, action filled war epic, Kathryn Bigelow's The Hurt Locker is thus far the best of the recent dramatizations of the Iraq War.",289,"50,000+",Action & Adventure,R,"action, mystery and thriller, drama, war",English,Kathryn Bigelow,"Kathryn Bigelow, Mark Boal, Nicolas Chartier",Mark Boal,,42207.0,$15.7M,2h 7m,"Kingsgate Films, Voltage Pictures, First Light Production",,,,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce, Ralph Fiennes, David Morse, Evangeline Lilly, Christian Camargo, Christopher Sayegh, Suhail Aldabbach, Kathryn Bigelow, Mark Boal, Kathryn Bigelow, Mark Boal, Nicolas Chartier, Marco Beltrami, Buck Sanders, Barry Ackroyd, Chris Innis",http://www.rottentomatoes.com/m/the_hurt_locker,1,3,1,3,127,15.7
37,The LEGO Movie,2014,"Emmet (Chris Pratt), an ordinary LEGO figurine who always follows the rules, is mistakenly identified as the Special -- an extraordinary being and the key to saving the world. He finds himself drafted into a fellowship of strangers who are on a mission to stop an evil tyrant's (Will Ferrell) plans to conquer the world. Unfortunately for Emmet, he is hopelessly -- and hilariously -- unprepared for such a task, but he'll give it his all nonetheless.",96,87.0,"Boasting beautiful animation, a charming voice cast, laugh-a-minute gags, and a surprisingly thoughtful story, The Lego Movie is colorful fun for all ages.",254,"100,000+",Action & Adventure,PG,"kids and family, comedy, adventure, animation",English,"Phil Lord, Christopher Miller","Dan Lin, Roy Lee","Phil Lord, Christopher Miller","Feb 7, 2014 wide",42308.0,$257.8M,1h 35m,"LEGO System A/S, Lin Pictures, Vertigo",,,,"Chris Pratt, Will Ferrell, Morgan Freeman, Elizabeth Banks, Will Arnett, Nick Offerman, Alison Brie, Charlie Day, Liam Neeson, Keith Ferguson, Phil Lord, Christopher Miller, Phil Lord, Christopher Miller, Dan Lin, Roy Lee, Jill Wilfert, Matthew Ashton, Kathleen Fleming, Allison Abbate",http://www.rottentomatoes.com/m/the_lego_movie,2,2,2,3,95,257.8
38,Star Trek,2009,"Aboard the USS Enterprise, the most-sophisticated starship ever built, a novice crew embarks on its maiden voyage. Their path takes them on a collision course with Nero (Eric Bana), a Romulan commander whose mission of vengeance threatens all mankind. If humanity would survive, a rebellious young officer named James T. Kirk (Chris Pine) and a coolly logical Vulcan named Spock (Zachary Quinto) must move beyond their rivalry and find a way to defeat Nero before it is too late.",94,91.0,"Star Trek reignites a classic franchise with action, humor, a strong story, and brilliant visuals, and will please traditional Trekkies and new fans alike.",354,"250,000+",Action & Adventure,PG-13,"adventure, action, sci fi, fantasy",English,J.J. Abrams,"J.J. Abrams, Damon Lindelof","Roberto Orci, Alex Kurtzman","May 7, 2009 wide",41487.0,$257.7M,2h 6m,Bad Robot,,,Star Trek,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana, Bruce Greenwood, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, J.J. Abrams, Roberto Orci, Alex Kurtzman, J.J. Abrams, Damon Lindelof, Bryan Burk, Jeffrey Chernov, Roberto Orci, Alex Kurtzman, Michael Giacchino",http://www.rottentomatoes.com/m/star_trek_11,1,2,2,1,126,257.7
39,Moana,2016,"An adventurous teenager sails out on a daring mission to save her people. During her journey, Moana meets the once-mighty demigod Maui, who guides her in her quest to become a master way-finder. Together they sail across the open ocean on an action-packed voyage, encountering enormous monsters and impossible odds. Along the way, Moana fulfills the ancient quest of her ancestors and discovers the one thing she always sought: her own identity.",95,89.0,"With a title character as three-dimensional as its lush animation and a story that adds fresh depth to Disney's time-tested formula, Moana is truly a family-friendly adventure for the ages.",282,"50,000+",Action & Adventure,PG,"musical, comedy, animation, kids and family, adventure",English,"John Musker, Ron Clements",Osnat Shurer,Jared Bush,"Nov 23, 2016 wide",42787.0,$248.8M,1h 53m,Walt Disney Animation Studios,"Dolby Atmos, Dolby Digital, SDDS, Datasat",Scope (2.35:1),,"Dwayne Johnson, Auli'i Cravalho, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, John Musker, Ron Clements, Don Hall, Jared Bush, Osnat Shurer, John Lasseter",http://www.rottentomatoes.com/m/moana_2016,2,1,1,1,113,248.8
40,Avengers: Infinity War,2018,"Iron Man, Thor, the Hulk and the rest of the Avengers unite to battle their most powerful enemy yet -- the evil Thanos. On a mission to collect all six Infinity Stones, Thanos plans to use the artifacts to inflict his twisted will on reality. The fate of the planet and existence itself has never been more uncertain as everything the Avengers have fought for has led up to this moment.",85,91.0,"Avengers: Infinity War ably juggles a dizzying array of MCU heroes in the fight against their gravest threat yet, and the result is a thrilling, emotionally resonant blockbuster that (mostly) realizes its gargantuan ambitions.",478,"50,000+",Action & Adventure,PG-13,"adventure, fantasy, action, sci fi",English,"Anthony Russo, Joe Russo",Kevin Feige,"Christopher Markus, Stephen McFeely","Apr 27, 2018 wide",43312.0,$678.8M,2h 29m,Marvel Studios,"DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),Marvel Cinematic Universe,"Robert Downey Jr., Chris Hemsworth, Josh Brolin, Chadwick Boseman, Mark Ruffalo, Zoe Saldana, Chris Evans, Chris Pratt, Benedict Cumberbatch, Dave Bautista, Anthony Russo, Joe Russo, Christopher Markus, Stephen McFeely, Kevin Feige, Louis D'Esposito, Victoria Alonso, Michael Grillo, Trinh Tran, Jon Favreau",http://www.rottentomatoes.com/m/avengers_infinity_war,2,1,2,1,149,678.8
41,Ant-Man and The Wasp,2018,"Scott Lang is grappling with the consequences of his choices as both a superhero and a father. Approached by Hope van Dyne and Dr. Hank Pym, Lang must once again don the Ant-Man suit and fight alongside the Wasp. The urgent mission soon leads to secret revelations from the past as the dynamic duo finds itself in an epic battle against a powerful new enemy.",87,75.0,"A lighter, brighter superhero movie powered by the effortless charisma of Paul Rudd and Evangeline Lilly, Ant-Man and The Wasp offers a much-needed MCU palate cleanser.",433,"25,000+",Action & Adventure,PG-13,"comedy, adventure, action, fantasy",English,Peyton Reed,"Kevin Feige, Stephen Broussard","Chris McKenna, Erik Sommers, Paul Rudd, Andrew Barrer, Gabriel Ferrari","Jul 6, 2018 wide",43375.0,$216.6M,1h 58m,Marvel Studios,"DTS, Dolby Atmos",Scope (2.35:1),Marvel Cinematic Universe,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michael Pe̱a, Walton Goggins, Bobby Cannavale, Laurence Fishburne, Michelle Pfeiffer, Judy Greer, Tip ""T.I."" Harris, Peyton Reed, Chris McKenna, Erik Sommers, Paul Rudd, Andrew Barrer, Kevin Feige, Stephen Broussard, Victoria Alonso, Louis D'Esposito",http://www.rottentomatoes.com/m/ant_man_and_the_wasp,1,2,5,1,118,216.6
42,Star Wars,1977,"The Imperial Forces -- under orders from cruel Darth Vader (David Prowse) -- hold Princess Leia (Carrie Fisher) hostage, in their efforts to quell the rebellion against the Galactic Empire. Luke Skywalker (Mark Hamill) and Han Solo (Harrison Ford), captain of the Millennium Falcon, work together with the companionable droid duo R2-D2 (Kenny Baker) and C-3PO (Anthony Daniels) to rescue the beautiful princess, help the Rebel Alliance, and restore freedom and justice to the Galaxy.",92,96.0,"A legendarily expansive and ambitious start to the sci-fi saga, George Lucas opened our eyes to the possibilities of blockbuster filmmaking and things have never been the same.",132,"250,000+",Action & Adventure,PG,"action, sci fi, adventure, fantasy",English,George Lucas,Gary Kurtz,George Lucas,"May 25, 1977 wide",42653.0,345,2h 1m,Lucasfilm Ltd.,Surround,,Star Wars Saga,"Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness, Peter Cushing, Anthony Daniels, Kenny Baker, Peter Mayhew, David Prowse, James Earl Jones, George Lucas, George Lucas, Gary Kurtz, George Lucas, Gilbert Taylor, Richard Chew, Paul Hirsch, Marcia Lucas, Dianne Crittenden",http://www.rottentomatoes.com/m/star_wars,1,1,1,1,121,345.0
43,Isle of Dogs,2018,"When, by executive decree, all the canine pets of Megasaki City are exiled to a vast garbage-dump called Trash Island, 12-year-old Atari sets off alone in a miniature Junior-Turbo Prop and flies across the river in search of his bodyguard-dog, Spots. There, with the assistance of a pack of newly-found mongrel friends, he begins an epic journey that will decide the fate and future of the entire Prefecture.",90,87.0,The beautifully stop-motion animated Isle of Dogs finds Wes Anderson at his detail-oriented best while telling one of the director's most winsomely charming stories.,363,"5,000+",Action & Adventure,PG-13,"comedy, animation, adventure",English,Wes Anderson,"Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson",Wes Anderson,"Apr 6, 2018 wide",43278.0,$31.9M,1h 41m,"American Empirical Pictures, Studio Babelsberg",Dolby Digital,Scope (2.35:1),,"Bryan Cranston, Edward Norton, Scarlett Johansson, Bill Murray, Liev Schreiber, Jeff Goldblum, Bob Balaban, Koyu Rankin, Greta Gerwig, Tilda Swinton, Wes Anderson, Wes Anderson, Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson, Christopher Fisser, Henning Molfenter, Charlie Woebcken, Tristan Oliver",http://www.rottentomatoes.com/m/isle_of_dogs_2018,1,4,1,2,101,31.9
