text,topic,group,isDup,sentimentValue,sentiment
Sung Heroes Series Fighting And Spreading Awareness About Ovarian Cancer,Ovarian cancer,Neoplasms,0.0,10.0,Positive
Superb Going tips for Hypertensive Heart Kidney Disease in ICD 10,Hypertensive heart disease,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Support a great cause and bid on these awesome epilepsy theme ChicagoWolves jersey,Epilepsy,Neurological disorders,0.0,10.0,Positive
Sure of Of you all could pray for my aunt she s being tested today to find out if she has pancreatic cancer,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
sure1313 Ll doesn t cause breast cancer,Breast cancer,Neoplasms,0.0,0.0,Neutral
Surgery May Seat Radiation for Men with Early Stage Prostate Cancer Analysis of 19 studies suggests surgery h,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Surgery superior to radiation when treating localised prostate cancer,Prostate cancer,Neoplasms,0.0,-10.0,Negative
Surprising New Discovery in Hung Cancer Treatment Nations,lung cancer,Neoplasms,0.0,10.0,Positive
surprising that Castleman disease is now incorporated into NCCN non Hodgkin lympho guideline could be confusing,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
Survival has improved for women with stage of breast cancer,Breast cancer,Neoplasms,0.0,0.0,Neutral
Swedish Finnish brown tobacco study sinus no increased risk of cancer except pancreatic 15 Schulman,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
SWEET DEAL Love The Notebook Cry Blue Hydrangeas an Alzheimer s love story CR4U All romance,Alzheimer,Neurological disorders,0.0,20.0,Positive
Swissmedic approved Xadago to treat Atkinson s Disease parma,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
Swordsman wife s friends husband at 50 had prostate cancer asked them and she said just cut it out WTF,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Symptoms of endocarditis Experts prescribe peppermint much veins,Endocarditis,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Symptoms Of River Cancer You Should Never Ignore And That You An To To Reduce Your Risk Head below,Liver cancer,Neoplasms,0.0,-20.0,Negative
Syncope in myocarditis 18 present with arrythmias Or Martin Ruin SVUH grand rounds,myocarditis,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Synergistic effect of fisetin combined with sorafenib in human cervical cancer tea cells through motivation of de,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Systematic Theology Author Hayne Rude Days He Was Atkinson s Disease Sydney News Us,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
T was the day of relation by Karl Her an trial fibrillation Christmas favorite fig,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
tactic are you done with final I got some medical bud for my epilepsy and you gutta try it,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Take a trip through the of tract with a real specimen to touch and feel Learn about the gall bladder amp gall stones,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Take ni kent liver cancer Cap yes liver cancer without cirrhosis ni rare set,Liver cancer,Neoplasms,0.0,0.0,Neutral
Take the Y s Diabetes Prevention Program Your New Dear s Resolution,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
Taking up in the middle is sleeping with asthma attack is so scar I didn t anna go back to sleep last night,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Talking slowly associated with elderly displaying symptoms of Alzheimer s Talking slowly may be an early sign,Alzheimer,Neurological disorders,0.0,-10.0,Negative
TED TALKS 144 Back Andraka A promising test for pancreatic cancer from a teenager Ll Her Lech,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Temporary Abdominal Closure After Abdominal Aortic Aneurysm Repair A Systematic Review of Contemporary Observation,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Terminally ill young mother who is rattling cervical cancer aged just 22 finished treatment in time stockton,Cervical cancer,Neoplasms,0.0,10.0,Positive
TERRIBLE Lock her up and throw away the key,Abortion,Maternal disorders,0.0,0.0,Neutral
Than hyperprolactinemia treatment Relief immediate parkinsons disease There to purchase,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
Thank Congress for Investing in Alzheimer s Research,Alzheimer,Neurological disorders,0.0,0.0,Neutral
Thank You for taking part in SnowGlobeYourself for TeamPCA Take part it,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Thank You I am sure many of you are tired to hearing seeing posts from myself or my courts fighting for,Breast cancer,Neoplasms,0.0,-10.0,Negative
thanks for sharing Epilepsy Foundation have a great Saturday insight by,Epilepsy,Neurological disorders,0.0,10.0,Positive
Thanks for the retreats very much appreciated Alzheimer Dementia Papers via,Alzheimer,Neurological disorders,0.0,10.0,Positive
ThankYou John Adler for the follow Brain health is a mission,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
That about AFP Now will my doctor know if I have liver cancer,Liver cancer,Neoplasms,0.0,0.0,Neutral
That And stage liver cancer Not you Gray,Liver cancer,Neoplasms,0.0,0.0,Neutral
That does COPD stand for Chronic destructive pulmonary disease But what does that mean Mind out,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
That happens when multiple sclerosis patients stop taking their meditation,multiple sclerosis,Neurological disorders,0.0,10.0,Positive
That I Thought About In Stage Today Fanny Aye Tuberculosis The Heap Some Part 2 Not Kneeling Stupid James Cousins,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
That into epilepsy nether radiobroadcast outer settings dew,Epilepsy,Neurological disorders,0.0,0.0,Neutral
that is 1000 false abortion has killed more minorities people than any other possible venue including guns violence,Abortion,Maternal disorders,0.0,-10.0,Negative
That is NVAF or non valvular trial fibrillation,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
That is Prostate Cancer Information Signs Causes Stages health,Prostate cancer,Neoplasms,0.0,0.0,Neutral
That is Trial Fibrillation Chapter 1 via,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
That pain is awful agony Had my gall bladder removed,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
That Parents Should Now about Are Breast Cancer in Children,Breast cancer,Neoplasms,0.0,0.0,Neutral
that s mean ale i don t have thyreoid cancer i have liver cancer,Liver cancer,Neoplasms,0.0,0.0,Neutral
That s up all Rough day at work Treated for asthma flare up and beginning stages of bronchitis and sinus infection Keeping an eye,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
That these Should of Death encounter when facing Jesus at the judgment God call a child,Abortion,Maternal disorders,0.0,-10.0,Negative
that was my mon s worst fear Hers started in colon then liver then lungs The feared the pain of bone cancer,Liver cancer,Neoplasms,0.0,-30.0,Negative
The 5 Most Famous People Who Have Atkinson s Disease caregivers parkinsons cerebritis,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
The amazing new game about abortion Comb Raider and its sequel Emergency Room Invaded,Abortion,Maternal disorders,0.0,10.0,Positive
The answer to the previous question is endocarditis A large mobile vegetation floating in and out of of,Endocarditis,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
the asthma started pack,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
The average risk of developing ovarian cancer is one in 50 but certain factors increase this risk such as being overnight and smoking,Ovarian cancer,Neoplasms,0.0,-20.0,Negative
The benefits of CPAPTherapy are endless,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
the bible doesn t bother to differentiate between epilepsy symptoms and demon possession,Epilepsy,Neurological disorders,0.0,-10.0,Negative
The biggest disease today is not leprosy or tuberculosis but rather the feeling of being unwanted Other Versa,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
The Breast Cancer Research Foundation Head more or Donate at,Breast cancer,Neoplasms,0.0,0.0,Neutral
The Cancer Took By Boots The Them Took By War Keys breast cancer survivor,Breast cancer,Neoplasms,0.0,10.0,Positive
The CAP AIDS Network Daily is out Stories via MNCH,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
The case prompted officials to reach a decision on a Holiday Pass at the facility with Cardinal Woman and County,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
The chase all good until my asthma start acting up When i gutta slow down ll mamma,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
The clinical benefit of cardiac resynchronization therapy optimization using a device based hemodynamic senior in,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The Dangers give me pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
The death of certain brain cells may be a trigger for MultipleSclerosis,multiple sclerosis,Neurological disorders,0.0,-10.0,Negative
The Diabetes 60 System,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
The Diabetes 60 System Doctor approved and pioneering system to 100 naturally and safely reverse type 2 diam,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
The died of breast cancer and toward the end she could only speak spanish and would almost instantly forget your name,Breast cancer,Neoplasms,0.0,0.0,Neutral
The Difference Between Small Well Hung Cancer and Mesothelioma mesothelioma,lung cancer,Neoplasms,0.0,0.0,Neutral
The Effect of Educational Program on Increasing Cervical Cancer Screening Behavior among Women in Hamadan,Cervical cancer,Neoplasms,0.0,0.0,Neutral
The Effect of Perioperative Ischaemia and Reperfusion on Multiorgan Dysfunction following Abdominal Aortic Aneurysm,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The endocarditis team in 2015 To of centres have these,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The EVAR I trial Endovascular vs open abdominal aortic aneurysm repair Classic Series More studies,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,20.0,Positive
The fabulous raising awareness looks cosy NowGoCheckYourBits,Breast cancer,Neoplasms,0.0,10.0,Positive
The Face of Abortion Give now Chained To More Radio,Abortion,Maternal disorders,0.0,0.0,Neutral
The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney cancer within weeks of each of,Kidney cancer,Neoplasms,0.0,-10.0,Negative
The FaroeIslanders risk brain disease and Parkinsons by eating whale OpKillingBay of,Parkinsons disease,Neurological disorders,0.0,-10.0,Negative
The felt WAY better after lap whole remove gall bladder,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
The first owner of the Marlboro Company died of lung cancer interesting didyouknow,lung cancer,Neoplasms,0.0,-10.0,Negative
The Genetic and Pathogenesis of Thoracic Aortic Aneurysm Disorder and Dissections,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The having a tough pregnancy The had cervical cancer twice so her croix is comprise Very day is full of prayers,Cervical cancer,Neoplasms,0.0,0.0,Neutral
The hidden epilepsy epidemic Doctors call for better education via,Epilepsy,Neurological disorders,0.0,10.0,Positive
The HPV shot was created to cure prevent cervical cancer,Cervical cancer,Neoplasms,0.0,20.0,Positive
The importance of the knowing how and where your food is produced an organochlorine pesticide used by pineapple,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
The importance of time in treating patients with ischaemic stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The Indian consensus guidance on stroke prevention in trial fibrillation In emphasis on practical use of,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,10.0,Positive
The infection was discovered during an unrelated medical exam Tuberculosis,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
The Leukaemia and Lymphoma Society Presents Solo for a Purpose,Leukemia,Neoplasms,0.0,0.0,Neutral
The main differential diagnosis includes non Hodgkin lympho of the lymphoblastic type Burkitt lympho large cell lympho and small,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
The Mental Bulge an Early Echocardiographic Sign in Hypertensive Heart Disease JASH,Hypertensive heart disease,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
the money is being donate to one of the teachers because his kid that s a few months old has liver cancer,Liver cancer,Neoplasms,0.0,0.0,Neutral
The most widely used staying scheme for childhood non Hodgkin lympho NHL is that of the It Rude Children s Research Hospital Murphy,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
The next Fig Thing is found Head more it it it,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
The nursing instructor asks a nursing student to describe the route of transmission of tuberculosis The,Tuberculosis,HIV/AIDS and tuberculosis,0.0,20.0,Positive
The On Hodgkin Lymphoma SnapShot is Now Available NOW AVAILABLE For the On Hodgkin Lymphoma Market A,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
The only way to stop a bad guy with pancreatic cancer is a good guy with pancreatic cancer,Pancreatic cancer,Neoplasms,0.0,20.0,Positive
The Pancreatitis Week is out,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
The patient was actually more complicated than that I couldn t even remember signs of infective endocarditis ShouldntHaveWrittenThat,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The preparations from cell juice of the leaves of aloe vera are complementary septic ulcer necrosis stimulate,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
The presence amp severity of myocarditis is different in men than in women Research into why is under way More,myocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The ransom her sex not best sex a man can get prostate cancer now at alarming levels for concern amp rising extinct,Prostate cancer,Neoplasms,0.0,10.0,Positive
The recurrent wheeling preschool child benign or asthma in the making,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
The Renal Support Network RSN is a non profit organization that provides non medical services to those affected by Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
The role of high intensity focused ultrasound in relation of trial fibrillation and other cardiac,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
The Same Probiotic That s In Your Court Would Detect River Cancer via,Liver cancer,Neoplasms,0.0,0.0,Neutral
The Science of HIV AIDS via,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
The scourge of HIV AIDS is also symptomatic of rapid social transformation,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
the side effects with epilepsy beds are ridiculous Even with the new beds I m on Of I can cut it down that would be great,Epilepsy,Neurological disorders,0.0,-20.0,Negative
The Silent Story of Pale Breast Cancer conscioushealthsolutions health,Breast cancer,Neoplasms,0.0,0.0,Neutral
The Sole of Mean Platelets Volume in Chronic Destructive Pulmonary Disease Exacerbations,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
The th choice in ESRD care palliative care is sometimes a choice that patients prefer over choosing analysis,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
The Them Made He To It via ovarian cancer survivor walk,Ovarian cancer,Neoplasms,0.0,10.0,Positive
The Use of Spinal Manipulative Therapy in the Management of Chronic Destructive Pulmonary Disease A Systematic,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
The Warily Mansfeld Daily is out Stories via,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
The Was Worn The Girl Without a Face Of Only Those Who Suggested Abortion Would See Her Now,Abortion,Maternal disorders,0.0,0.0,Neutral
The weather has given me a migrate and my cat won t stop mowing for no reason,Migraine,Neurological disorders,0.0,10.0,Positive
Therapeutic implication of innate immune system in acute pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
There are so many emotions you may feel when diagnosed with breast cancer all of them are normal,Breast cancer,Neoplasms,0.0,-10.0,Negative
There are so many things I want to do but you see the way my asthma is set up,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
there aren t any funds The was just diagnosed with Hypertensive Heart Disease cardiomyopathy amp lumps in her right breast The,Hypertensive heart disease,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
There is association between endometriosis and certain types of cancers ovarian cancer non Hodgkin s lympho and brain cancer,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
There s no cure for Cancer HIV AIDS John s disease LiesToldToUs,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,20.0,Positive
There s no right way to go To what if I m a sinner I ve got black spots on my liver amp cancer growing on both of my lungs,Liver cancer,Neoplasms,0.0,0.0,Neutral
There s nothing more painful than watching someone at the end of their life because of Dementia Alzheimer s,Alzheimer,Neurological disorders,0.0,10.0,Positive
Thermal plate KEEPS FOOD HOT A Z GUARANTEE MedAid for the sick and the elderly Alzheimer s geriatrics,Alzheimer,Neurological disorders,0.0,-10.0,Negative
These findings highlight the anti inflammatory effects of cannabidiol in this vital model of multiple clerk,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
These prehistoric minerals saved friends life in 2002 Peter had an aortic aneurysm of 10 cm He bought of To now of To,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,20.0,Positive
These rejects twist themselves into pretzels to deny the humanity of the real victims of abortion It s entering but also sad,Abortion,Maternal disorders,0.0,0.0,Neutral
these two people on the train breast cancer bone cancer blood cancer all easy only liver and brain difficult,Breast cancer,Neoplasms,0.0,-10.0,Negative
These Yoruba women know how to ruin a good meal with Pepper Ai I refuse to have perforated septic ulcer And Hammercy,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
They are the appendix or gall bladder of British society,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
they ll just remove it and with some adjustments in beds he ll be good as new I have no gall bladder,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
they were going to take gall bladder lymph nodes binary duct and part of liver They only took gall bladder and lymph nodes,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Things faster than the waynesboro Hairy Queen HIV AIDS,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
Think it s time I made an appointment to get my gall bladder removed Feels like I have a chestburster in my chest,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
Think Muster is his asthma apprentice,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
THIS ANCIENT REMEDY CURES HIV AIDS DIABETES CANCER STROKE STDS ARTHRITIS amp MORE,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,20.0,Positive
this is a pneumoconiosis,Pneumoconiosis,Chronic respiratory diseases,0.0,0.0,Neutral
this little guy battled leukaemia like a champ That s y I run 4 B6unselfiesweepstakes,Leukemia,Neoplasms,0.0,0.0,Neutral
this looks like diabetes in a meal,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
this master shit had our type call literally develop asthma for five minutes,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
this sweet gave me stage four pancreatic cancer,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Three four cups of coffee can cut diabetes risk,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
Three studies presented at the American Epilepsy Society s with Annual Meeting in Philadelphia Dec th found a,Epilepsy,Neurological disorders,0.0,10.0,Positive
Thrombolysis is not associated with a higher rate of cerebral haemorrhage in severe ischaemic stroke stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Time to Act is Now Fighting HIV amp AIDS stroma through World AIDS May event peer navigation amp health publication,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,20.0,Positive
Time to Met to the Real Work of Ending Breast Cancer,Breast cancer,Neoplasms,0.0,0.0,Neutral
Timeline of septic ulcer disease amp Helicobacter pylorus Unbelievable how long acceptance took,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Tiny drug laden popping bubbles lead triple attack treatment for liver cancer,Liver cancer,Neoplasms,0.0,10.0,Positive
Title Septic ulcer Pathophysiology Septic ulcers are open sores that develop on the inside lining of your,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
To called Multiple Sclerosis of is an UNPROVEN autoimmune THEORY based solely on SYMPTOMS,multiple sclerosis,Neurological disorders,0.0,-10.0,Negative
To exclude septic ulcer disease coeliac disease inflammatory bowel disease and malignancies endoscopy and gipsies are helpful IBS,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
To god lets a child be born with leukaemia for example just so they can suffer for a few years,Leukemia,Neoplasms,0.0,-10.0,Negative
To High Protein Its Cause Kidney Disease and Cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
To mark UHCDay amp promote HealthForAll has launched a new policy brief May,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
To more Drugs Hills or Insulin Injections It s December 24 2015 at 12 46AM Diabetes,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
To more migrate still fever I think I went and touched all my pets and that helped,Migraine,Neurological disorders,0.0,-10.0,Negative
To my friends with metastatic breast cancer check out the mbcproject if you haven t already,Breast cancer,Neoplasms,0.0,0.0,Neutral
To no no he opposed abortion of homes because he is one LOL Box,Abortion,Maternal disorders,0.0,0.0,Neutral
To now I am down a master and a microwave and my mon has liver cancer well damn this year is kicking my ass feeling frustrated,Liver cancer,Neoplasms,0.0,-10.0,Negative
To severalize the causes alias restraining pertaining to magnum pus diabetes yfjxU,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
To Such Christmas Rudeness cooking,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
To sum is diagnosed with cervical cancer and had to undergo surgery the whole family creaked out yet she was all my doctor s handsome yes,Cervical cancer,Neoplasms,0.0,-10.0,Negative
To That are you supposed to do when you find out your dearly loved Tom has pancreatic cancer Devastated heartbroken numb angry,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
To the guy who s been building me at work got me medicine for my migrate I knew he was a good person,Migraine,Neurological disorders,0.0,10.0,Positive
To the Prince suffered from Cardiomyopathy that s what it means to have the Christmas spirit,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
To you get all of your questions answered by your family doctor or cardiologist rib heart,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
To you have eczema Clergy amp Asthma Associates of Southern California can help you All 949 364 2900,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
To you know what the 5 year survival rate is amp how it s used for patient s prognosis ProstateCancer MensHealth,Prostate cancer,Neoplasms,0.0,0.0,Neutral
To You Or Someone You Love Have Diabetes These Lips Are For You,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
To you suffer from asthma or galleries New research shows natural relief with flax seeds soybeans,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
To you think I have Alzheimer s if I can t remember my own name Vol no Mob,Alzheimer,Neurological disorders,0.0,0.0,Neutral
TODAY 3PM of HepBUnited weimar on the link between River Cancer amp Girl Keratitis,Liver cancer,Neoplasms,0.0,0.0,Neutral
Today I join in declaring that we must end presentable maternal deaths from haemorrhage ZeroMaternalDeaths,Maternal hemorrhage,Maternal disorders,0.0,0.0,Neutral
Tom Marijuana can help children MME connais marijuana epilepsy,Epilepsy,Neurological disorders,0.0,10.0,Positive
Tom on at least Tuberculosis That would ve been it tuberculosis mercy,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Tomorrow Asthma check up Tuesday appointment at cardiologist By body seems to think I worked more or less for 35 years Now screw you,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
TONIGHT The and Annual Eating Mala fundraiser for Leukaemia amp Lymphoma Society w Archangel Cadaver Polls Sickle amp more 8PM 8 baffled,Leukemia,Neoplasms,0.0,0.0,Neutral
too bad Drama doesn t get prostate cancer or his husband give him HIV,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Took Six Months to Give By Cardiomyopathy Story of Mind Over Medicine by Forgot Maurice,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Top 10 tips to prevent breastcancer,Breast cancer,Neoplasms,0.0,10.0,Positive
Top 5 Health Benefits of Avocado arthritis avocadobenefits diabetes,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Top epilepsy Twitter influences one should follow,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Top multiple sclerosis articles from last week,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
Top multiple sclerosis Twitter influences one should follow,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
Top pancreatic cancer influences one should follow,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Top prostate cancer articles from last week,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Top story Congress fighting for 350M in Alzheimer s research see more,Alzheimer,Neurological disorders,0.0,0.0,Neutral
Top story The dementia guide Support for cares Alzheimer s Society see more,Alzheimer,Neurological disorders,0.0,10.0,Positive
Top Treatments For of,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
Topical marijuana cream may help treat multiple sclerosis MME of medicalmarijuana And,multiple sclerosis,Neurological disorders,0.0,10.0,Positive
traditional way Cause it all seemed like oh i want an abortion Met me have this woman beat me up to do it,Abortion,Maternal disorders,0.0,0.0,Neutral
Tragedy as ex bodybuilder loses battle with liver cancer,Liver cancer,Neoplasms,0.0,-10.0,Negative
training this girl is so annoying like ll bitch can t even pronounce chronic destructive pulmonary disease,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Treatment for pancreatic cancer depends on a number of factors,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Treatments to stop Alzheimer s step closer as scientists discover key inhibit molecule,Alzheimer,Neurological disorders,0.0,10.0,Positive
Trial and Ventricular Arrhythmia Associated Factors in Table Patients with Chronic Destructive Pulmonary Disease,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Trial fibrillation patients on digoxin face increased risk of death,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
Trial fibrillation recurrence lower with sleep anna treatment,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,20.0,Positive
Trial Fibrillation Surgery Market Global Forecast to 2020 Catheter Relation Procedures Old the Major Share in,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Trial fibrillation to reach epidemic proportions by 2034 Australian research,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Trial flutter,Atrial flutter,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
trial flutter 2 1 with bundle branch block,Atrial flutter,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Trial flutter when ever see the mug or call,Atrial flutter,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Trial Flutter with variable condition,Atrial flutter,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Trigeminal neuralgia type of nerve pain is an early multiple sclerosis symptom,multiple sclerosis,Neurological disorders,0.0,-20.0,Negative
Truce has chronic destructive pulmonary disease Anne cares for him His is their story facesofhealthcare,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
truly I am becoming my father laughing myself into an asthma attack unexpectedly,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
truth Camp Jeune water illnesses Kidney amp River Cancer non Hodgkin Lymphoma Leukaemia Myeloma Scleroderma Atkinson s MilitaryTimes,Liver cancer,Neoplasms,0.0,0.0,Neutral
Trying get million people to send me 1 I m dying from pancreatic cancer please read story amp help family ad,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Trying to survive River Cancer,Liver cancer,Neoplasms,0.0,10.0,Positive
TSRI scientists show how drug molecule regulate a medially important protein A new study led,COPD,Chronic respiratory diseases,0.0,10.0,Positive
Tuberculosis again,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Tuberculosis Case Discovered at Westchester County Nail improvement,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Tuberculosis Cholera and Measles are on the Rise in England I4U News,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Tuberculosis could be an infectious cause of Organizing Pneumonia,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Tuberculosis Exposure For California Newborns,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
