time,text,topic,group,id,isDup
2015-12-26T18:23:12.000Z,Synergistic effect of fisetin combined with sorafenib in human cervical cancer tea cells through motivation of de,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-23T22:07:43.000Z,Systematic Theology Author Hayne Rude Days He Was Atkinson s Disease,Ovarian cancer,Neoplasms,6.80E+17,
2015-12-23T22:34:42.000Z,Systematic Theology Author Hayne Rude Days He Was Atkinson s Disease Seattle of News,Epilepsy,Neurological disorders,6.80E+17,
2015-12-23T22:34:55.000Z,Systematic Theology Author Hayne Rude Days He Was Atkinson s Disease Sydney News Us,Leukemia,Neoplasms,6.80E+17,
2015-12-19T23:52:20.000Z,T was the day of relation by Karl Her an trial fibrillation Christmas favorite fig,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-16T22:41:34.000Z,tactic are you done with final I got some medical bud for my epilepsy and you gutta try it,Epilepsy,Neurological disorders,6.77E+17,
2015-12-26T23:37:25.000Z,Take a trip through the of tract with a real specimen to touch and feel Learn about the gall bladder amp gall stones,Abortion,Maternal disorders,6.81E+17,
2015-12-23T19:20:12.000Z,Take ni kent liver cancer Cap yes liver cancer without cirrhosis ni rare set,Prostate cancer,Neoplasms,6.80E+17,
2015-12-23T18:01:22.000Z,Take the Y s Diabetes Prevention Program Your New Dear s Resolution,Ovarian cancer,Neoplasms,6.80E+17,
2015-12-19T18:00:09.000Z,Taking up in the middle is sleeping with asthma attack is so scar I didn t anna go back to sleep last night,Liver cancer,Neoplasms,6.78E+17,
Sat Dec 12 05:26:18 +0000 2015,Talking slowly associated with elderly displaying symptoms of Alzheimer s Talking slowly may be an early sign,Liver cancer,Neoplasms,6.76E+17,
2015-12-19T23:39:21.000Z,TED TALKS 144 Back Andraka A promising test for pancreatic cancer from a teenager Ll Her Lech,Asthma,Chronic respiratory diseases,6.78E+17,
Sun Dec 13 01:50:47 +0000 2015,Temporary Abdominal Closure After Abdominal Aortic Aneurysm Repair A Systematic Review of Contemporary,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,
Sun Dec 13 02:04:35 +0000 2015,Temporary Abdominal Closure After Abdominal Aortic Aneurysm Repair A Systematic Review of Contemporary Observation,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,
2015-12-23T21:40:52.000Z,Terminally ill young mother who is rattling cervical cancer aged just 22 finished treatment in time stockton,Prostate cancer,Neoplasms,6.80E+17,
2015-12-23T16:50:10.000Z,TERRIBLE Lock her up and throw away the key,Ovarian cancer,Neoplasms,6.80E+17,
2015-12-19T20:56:18.000Z,Than hyperprolactinemia treatment Relief immediate parkinsons disease There to purchase,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-19T16:53:49.000Z,Thank Congress for Investing in Alzheimer s Research,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-16T13:31:25.000Z,Thank You for taking part in SnowGlobeYourself for TeamPCA Take part it,Atrial flutter,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-23T23:50:39.000Z,Thank You I am sure many of you are tired to hearing seeing posts from myself or my courts fighting for,Abortion,Maternal disorders,6.80E+17,
2015-12-23T23:17:24.000Z,thanks for sharing Epilepsy Foundation have a great Saturday insight by,Alzheimer,Neurological disorders,6.80E+17,
2015-12-23T00:53:50.000Z,Thanks for the retreats very much appreciated Alzheimer Dementia Papers via,Parkinsons disease,Neurological disorders,6.79E+17,
2015-12-24T18:09:22.000Z,ThankYou John Adler for the follow Brain health is a mission,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-23T20:24:14.000Z,That about AFP Now will my doctor know if I have liver cancer,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-23T21:21:20.000Z,That And stage liver cancer Not you Gray,Epilepsy,Neurological disorders,6.80E+17,
Sat Nov 28 09:08:43 +0000 2015,That does COPD stand for Chronic destructive pulmonary disease But what does that mean Mind out,myocarditis,Cardiovascular and circulatory diseases,6.71E+17,
Sat Dec 12 06:13:56 +0000 2015,That happens when multiple sclerosis patients stop taking their meditation,Cervical cancer,Neoplasms,6.76E+17,
2015-12-19T18:37:34.000Z,That I Thought About In Stage Today Fanny Aye Tuberculosis The Heap Some Part 2 Not Kneeling Stupid James Cousins,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-19T21:01:22.000Z,That into epilepsy nether radiobroadcast outer settings dew,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-26T23:15:25.000Z,that is 1000 false abortion has killed more minorities people than any other possible venue including guns violence,Alzheimer,Neurological disorders,6.81E+17,
2015-12-23T23:07:39.000Z,That is NVAF or non valvular trial fibrillation,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-23T23:08:56.000Z,That is Prostate Cancer Information Signs Causes Stages health,Epilepsy,Neurological disorders,6.80E+17,
2015-12-23T19:52:40.000Z,That is Trial Fibrillation Chapter 1 via,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-26T16:37:31.000Z,That pain is awful agony Had my gall bladder removed,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-26T23:05:48.000Z,That Parents Should Now about Are Breast Cancer in Children,Breast cancer,Neoplasms,6.81E+17,
2015-12-23T19:34:23.000Z,that s mean ale i don t have thyreoid cancer i have liver cancer,Liver cancer,Neoplasms,6.80E+17,
2015-12-26T22:48:42.000Z,That s up all Rough day at work Treated for asthma flare up and beginning stages of bronchitis and sinus infection Keeping an eye,Prostate cancer,Neoplasms,6.81E+17,
2015-12-19T20:30:47.000Z,That these Should of Death encounter when facing Jesus at the judgment God call a child,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-26T14:56:04.000Z,that was my mon s worst fear Hers started in colon then liver then lungs The feared the pain of bone cancer,Prostate cancer,Neoplasms,6.81E+17,
2015-12-16T23:06:27.000Z,The 5 Most Famous People Who Have Atkinson s Disease caregivers parkinsons cerebritis,Breast cancer,Neoplasms,6.77E+17,
2015-12-26T23:10:10.000Z,The amazing new game about abortion Comb Raider and its sequel Emergency Room Invaded,Breast cancer,Neoplasms,6.81E+17,
2015-12-26T00:10:57.000Z,The answer to the previous question is endocarditis A large mobile vegetation floating in and out of of,Gall bladder,Digestive diseases (except cirrhosis),6.81E+17,
2015-12-19T20:12:21.000Z,the asthma started pack,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-23T16:38:16.000Z,The average risk of developing ovarian cancer is one in 50 but certain factors increase this risk such as being overnight and smoking,Liver cancer,Neoplasms,6.80E+17,
2015-12-23T22:12:57.000Z,The benefits of CPAPTherapy are endless,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-19T21:09:01.000Z,the bible doesn t bother to differentiate between epilepsy symptoms and demon possession,Ovarian cancer,Neoplasms,6.78E+17,
2015-12-26T21:51:46.000Z,The biggest disease today is not leprosy or tuberculosis but rather the feeling of being unwanted,lung cancer,Neoplasms,6.81E+17,
2015-12-23T22:52:35.000Z,The biggest disease today is not leprosy or tuberculosis but rather the feeling of being unwanted Other Versa,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-19T14:48:42.000Z,The Breast Cancer Research Foundation Head more or Donate at,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-19T13:32:28.000Z,The Cancer Took By Boots The Them Took By War Keys breast cancer survivor,Cervical cancer,Neoplasms,6.78E+17,
2015-12-18T18:10:26.000Z,The CAP AIDS Network Daily is out Stories via MNCH,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-18T16:41:03.000Z,The case prompted officials to reach a decision on a Holiday Pass at the facility with Cardinal Woman and County,ischemic stroke,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-19T21:23:00.000Z,The chase all good until my asthma start acting up When i gutta slow down ll mamma,multiple sclerosis,Neurological disorders,6.78E+17,
2015-12-16T23:52:12.000Z,The clinical benefit of cardiac resynchronization therapy optimization using a device based hemodynamic senior in,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-26T15:36:14.000Z,The Dangers give me pancreatitis,Cervical cancer,Neoplasms,6.81E+17,
2015-12-16T19:30:14.000Z,The death of certain brain cells may be a trigger for MultipleSclerosis,Liver cancer,Neoplasms,6.77E+17,
Fri Nov 27 00:59:41 +0000 2015,The Diabetes 60 System,Non-Hodgkin lymphoma,Neoplasms,6.70E+17,
2015-12-23T15:51:33.000Z,The Diabetes 60 System Doctor approved and pioneering system to 100 naturally and safely reverse type 2 diam,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,
Mon Dec 07 12:25:33 +0000 2015,The died of breast cancer and toward the end she could only speak spanish and would almost instantly forget your name,Atrial flutter,Cardiovascular and circulatory diseases,6.74E+17,
2015-12-16T21:40:04.000Z,The Difference Between Small Well Hung Cancer and Mesothelioma mesothelioma,Ovarian cancer,Neoplasms,6.77E+17,
2015-12-16T03:03:26.000Z,The Effect of Educational Program on Increasing Cervical Cancer Screening Behavior among Women in Hamadan,COPD,Chronic respiratory diseases,6.77E+17,
2015-12-19T21:43:54.000Z,The Effect of Perioperative Ischaemia and Reperfusion on Multiorgan Dysfunction following Abdominal Aortic,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-19T21:45:50.000Z,The Effect of Perioperative Ischaemia and Reperfusion on Multiorgan Dysfunction following Abdominal Aortic Aneurysm,multiple sclerosis,Neurological disorders,6.78E+17,
Sat Dec 12 15:36:50 +0000 2015,The endocarditis team in 2015 To of centres have these,Non-Hodgkin lymphoma,Neoplasms,6.76E+17,
2015-12-23T19:50:50.000Z,The EVAR I trial Endovascular vs open abdominal aortic aneurysm repair Classic Series More studies,Leukemia,Neoplasms,6.80E+17,
Mon Dec 07 15:45:49 +0000 2015,The fabulous raising awareness looks cosy NowGoCheckYourBits,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,
2015-12-26T23:05:42.000Z,The Face of Abortion Give now Chained To More Radio,Migraine,Neurological disorders,6.81E+17,
2015-12-23T20:00:01.000Z,The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney ca Daily Nail,Cervical cancer,Neoplasms,6.80E+17,
2015-12-23T19:15:57.000Z,The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney cancer within weeks of each o,Prostate cancer,Neoplasms,6.80E+17,
2015-12-23T19:22:49.000Z,The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney cancer within weeks of each of,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-23T07:17:36.000Z,The FaroeIslanders risk brain disease and Parkinsons by eating whale OpKillingBay of,Pancreatic cancer,Neoplasms,6.80E+17,
2015-12-26T03:14:14.000Z,The felt WAY better after lap whole remove gall bladder,Gall bladder,Digestive diseases (except cirrhosis),6.81E+17,
2015-12-16T21:20:29.000Z,The first owner of the Marlboro Company died of lung cancer interesting didyouknow,Prostate cancer,Neoplasms,6.77E+17,
Sat Dec 12 11:43:04 +0000 2015,The Genetic and Pathogenesis of Thoracic Aortic Aneurysm Disorder and Dissections,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-26T20:12:04.000Z,The having a tough pregnancy The had cervical cancer twice so her croix is comprise Very day is full of prayers,Hypertensive heart disease,Cardiovascular and circulatory diseases,6.81E+17,
2015-12-19T17:19:59.000Z,The hidden epilepsy epidemic Doctors call for better education via,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-19T23:43:13.000Z,The HPV shot was created to cure prevent cervical cancer,Abortion,Maternal disorders,6.78E+17,
2015-12-16T21:07:59.000Z,The importance of the knowing how and where your food is produced an organochlorine pesticide used by pineapple,Prostate cancer,Neoplasms,6.77E+17,
2015-12-19T22:19:49.000Z,The importance of time in treating patients with ischaemic stroke,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-19T23:13:42.000Z,The Indian consensus guidance on stroke prevention in trial fibrillation In emphasis on practical use of,Breast cancer,Neoplasms,6.78E+17,
2015-12-16T17:08:52.000Z,The infection was discovered during an unrelated medical exam Tuberculosis,Kidney cancer,Neoplasms,6.77E+17,
2015-12-23T09:35:05.000Z,The Leukaemia and Lymphoma Society Presents Solo for a Purpose,COPD,Chronic respiratory diseases,6.80E+17,
2015-12-26T19:47:36.000Z,The main differential diagnosis includes non Hodgkin lympho of the lymphoblastic type Burkitt lympho large cell lympho and small,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-26T09:58:58.000Z,The Mental Bulge an Early Echocardiographic Sign in Hypertensive Heart Disease JASH,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-16T23:45:12.000Z,the money is being donate to one of the teachers because his kid that s a few months old has liver cancer,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-26T12:20:25.000Z,The most widely used staying scheme for childhood non Hodgkin lympho NHL is that of the It Rude Children s Research Hospital Murphy,Prostate cancer,Neoplasms,6.81E+17,
2015-12-16T20:46:44.000Z,The next Fig Thing is found Head more it it it,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-19T06:01:27.000Z,The nursing instructor asks a nursing student to describe the route of transmission of tuberculosis The,COPD,Chronic respiratory diseases,6.78E+17,
Sun Dec 13 03:24:10 +0000 2015,The On Hodgkin Lymphoma SnapShot is Now Available NOW AVAILABLE For the On Hodgkin Lymphoma Market A,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,
2015-12-26T23:40:13.000Z,The only way to stop a bad guy with pancreatic cancer is a good guy with pancreatic cancer,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-16T12:21:54.000Z,The Pancreatitis Week is out,Kidney cancer,Neoplasms,6.77E+17,
2015-12-14T13:55:42.000Z,The patient was actually more complicated than that I couldn t even remember signs of infective endocarditis ShouldntHaveWrittenThat,Endocarditis,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-26T18:02:56.000Z,The preparations from cell juice of the leaves of aloe vera are complementary septic ulcer necrosis stimulate,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-26T14:15:38.000Z,The presence amp severity of myocarditis is different in men than in women Research into why is under way More,Parkinsons disease,Neurological disorders,6.81E+17,
2015-12-16T21:15:18.000Z,The ransom her sex not best sex a man can get prostate cancer now at alarming levels for concern amp rising extinct,Leukemia,Neoplasms,6.77E+17,
Fri Dec 11 16:14:23 +0000 2015,The recurrent wheeling preschool child benign or asthma in the making,Cardiomyopathy,Cardiovascular and circulatory diseases,6.75E+17,
2015-12-23T21:56:35.000Z,The Renal Support Network RSN is a non profit organization that provides non medical services to those affected by Kidney Disease,Pancreatic cancer,Neoplasms,6.80E+17,
2015-12-16T04:38:45.000Z,The role of high intensity focused ultrasound in relation of trial fibrillation and other cardiac,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-19T23:01:37.000Z,The Same Probiotic That s In Your Court Would Detect River Cancer via,Breast cancer,Neoplasms,6.78E+17,
2015-12-23T23:01:01.000Z,The Science of HIV AIDS via,Breast cancer,Neoplasms,6.80E+17,
2015-12-19T00:32:01.000Z,The scourge of HIV AIDS is also symptomatic of rapid social transformation,Atrial fibrillation,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-21T19:30:07.000Z,the side effects with epilepsy beds are ridiculous Even with the new beds I m on Of I can cut it down that would be great,COPD,Chronic respiratory diseases,6.79E+17,
2015-12-16T22:53:36.000Z,The Silent Story of Pale Breast Cancer conscioushealthsolutions health,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-16T23:44:53.000Z,The Sole of Mean Platelets Volume in Chronic Destructive Pulmonary Disease Exacerbations,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-16T15:22:53.000Z,The th choice in ESRD care palliative care is sometimes a choice that patients prefer over choosing analysis,Pancreatic cancer,Neoplasms,6.77E+17,
2015-12-16T21:25:32.000Z,The Them Made He To It via ovarian cancer survivor walk,lung cancer,Neoplasms,6.77E+17,
2015-12-23T20:14:25.000Z,The Use of Spinal Manipulative Therapy in the Management of Chronic Destructive Pulmonary Disease A Systematic,Cervical cancer,Neoplasms,6.80E+17,
2015-12-23T22:10:40.000Z,The Warily Mansfeld Daily is out Stories via,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-26T23:12:30.000Z,The Was Worn The Girl Without a Face Of Only Those Who Suggested Abortion Would See Her Now,Migraine,Neurological disorders,6.81E+17,
2015-12-23T23:55:10.000Z,The weather has given me a migrate and my cat won t stop mowing for no reason,Epilepsy,Neurological disorders,6.80E+17,
2015-12-23T20:51:07.000Z,Therapeutic implication of innate immune system in acute pancreatitis,Prostate cancer,Neoplasms,6.80E+17,
2015-12-26T23:07:02.000Z,There are so many emotions you may feel when diagnosed with breast cancer all of them are normal,Epilepsy,Neurological disorders,6.81E+17,
2015-12-23T23:55:09.000Z,There are so many things I want to do but you see the way my asthma is set up,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-19T22:00:03.000Z,there aren t any funds The was just diagnosed with Hypertensive Heart Disease cardiomyopathy amp lumps in her right breast The,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-26T20:11:27.000Z,There is association between endometriosis and certain types of cancers ovarian cancer non Hodgkin s lympho and brain cancer,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-23T23:27:15.000Z,There s no cure for Cancer HIV AIDS John s disease LiesToldToUs,Alzheimer,Neurological disorders,6.80E+17,
2015-12-23T20:01:39.000Z,There s no right way to go To what if I m a sinner I ve got black spots on my liver amp cancer growing on both of my lungs,Cervical cancer,Neoplasms,6.80E+17,
2015-12-26T23:17:05.000Z,There s nothing more painful than watching someone at the end of their life because of Dementia Alzheimer s,Migraine,Neurological disorders,6.81E+17,
2015-12-23T01:43:39.000Z,Thermal plate KEEPS FOOD HOT A Z GUARANTEE MedAid for the sick and the elderly Alzheimer s geriatrics,Liver cancer,Neoplasms,6.79E+17,
Sat Dec 05 04:35:30 +0000 2015,These findings highlight the anti inflammatory effects of cannabidiol in this vital model of multiple clerk,myocarditis,Cardiovascular and circulatory diseases,6.73E+17,
2015-12-26T06:39:30.000Z,These prehistoric minerals saved friends life in 2002 Peter had an aortic aneurysm of 10 cm He bought of To now of To,Liver cancer,Neoplasms,6.81E+17,
2015-12-24T03:40:25.000Z,These rejects twist themselves into pretzels to deny the humanity of the real victims of abortion It s entering but also sad,Aortic aneurysm,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-26T23:01:37.000Z,these two people on the train breast cancer bone cancer blood cancer all easy only liver and brain difficult,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-19T23:17:40.000Z,These Yoruba women know how to ruin a good meal with Pepper Ai I refuse to have perforated septic ulcer And Hammercy,Alzheimer,Neurological disorders,6.78E+17,
2015-12-23T20:33:50.000Z,They are the appendix or gall bladder of British society,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-19T23:03:34.000Z,they ll just remove it and with some adjustments in beds he ll be good as new I have no gall bladder,Breast cancer,Neoplasms,6.78E+17,
Sun Dec 06 22:33:50 +0000 2015,they were going to take gall bladder lymph nodes binary duct and part of liver They only took gall bladder and lymph nodes,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,
2015-12-16T22:38:40.000Z,Things faster than the waynesboro Hairy Queen HIV AIDS,Prostate cancer,Neoplasms,6.77E+17,
2015-12-16T23:55:06.000Z,Think it s time I made an appointment to get my gall bladder removed Feels like I have a chestburster in my chest,Breast cancer,Neoplasms,6.77E+17,
2015-12-25T12:29:32.000Z,Think Muster is his asthma apprentice,Liver cancer,Neoplasms,6.80E+17,
2015-12-16T21:27:18.000Z,THIS ANCIENT REMEDY CURES HIV AIDS DIABETES CANCER STROKE STDS ARTHRITIS amp MORE,Kidney cancer,Neoplasms,6.77E+17,
2015-12-19T22:17:16.000Z,this is a pneumoconiosis,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-19T17:06:54.000Z,this little guy battled leukaemia like a champ That s y I run 4 B6unselfiesweepstakes,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-19T19:53:59.000Z,this looks like diabetes in a meal,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-16T22:18:04.000Z,this master shit had our type call literally develop asthma for five minutes,lung cancer,Neoplasms,6.77E+17,
2015-12-19T23:17:09.000Z,this sweet gave me stage four pancreatic cancer,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,
Fri Nov 27 01:37:10 +0000 2015,Three four cups of coffee can cut diabetes risk,Maternal hemorrhage,Maternal disorders,6.70E+17,
2015-12-16T21:08:45.000Z,Three studies presented at the American Epilepsy Society s with Annual Meeting in Philadelphia Dec th found a,multiple sclerosis,Neurological disorders,6.77E+17,
2015-12-26T16:59:38.000Z,Thrombolysis is not associated with a higher rate of cerebral haemorrhage in severe ischaemic stroke stroke,Parkinsons disease,Neurological disorders,6.81E+17,
2015-12-18T08:44:27.000Z,Time to Act is Now Fighting HIV amp AIDS stroma through World AIDS May event peer navigation amp health publication,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-26T23:04:50.000Z,Time to Met to the Real Work of Ending Breast Cancer,Alzheimer,Neurological disorders,6.81E+17,
2015-12-23T18:13:01.000Z,Timeline of septic ulcer disease amp Helicobacter pylorus Unbelievable how long acceptance took,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-19T22:19:35.000Z,Tiny drug laden popping bubbles lead triple attack treatment for liver cancer,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-16T02:56:06.000Z,Title Septic ulcer Content Pathophysiology Septic ulcers are open sores that develop on the inside lining of,Kidney cancer,Neoplasms,6.77E+17,
2015-12-15T07:09:04.000Z,Title Septic ulcer Pathophysiology Septic ulcers are open sores that develop on the inside lining of your,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,
2015-12-26T23:16:04.000Z,To called Multiple Sclerosis of is an UNPROVEN autoimmune THEORY based solely on SYMPTOMS,Migraine,Neurological disorders,6.81E+17,
2015-12-16T23:49:52.000Z,To exclude septic ulcer disease coeliac disease inflammatory bowel disease and malignancies endoscopy and gipsies are helpful IBS,Abortion,Maternal disorders,6.77E+17,
Mon Nov 30 13:19:33 +0000 2015,To god lets a child be born with leukaemia for example just so they can suffer for a few years,Endocarditis,Cardiovascular and circulatory diseases,6.71E+17,
2015-12-26T19:33:50.000Z,To High Protein Its Cause Kidney Disease and Cancer,Leukemia,Neoplasms,6.81E+17,
2015-12-26T14:56:00.000Z,To mark UHCDay amp promote HealthForAll has launched a new policy brief May,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-23T15:47:01.000Z,To more Drugs Hills or Insulin Injections It s December 24 2015 at 12 46AM Diabetes,Ovarian cancer,Neoplasms,6.80E+17,
2015-12-23T23:59:49.000Z,To more migrate still fever I think I went and touched all my pets and that helped,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-25T19:49:23.000Z,To my friends with metastatic breast cancer check out the mbcproject if you haven t already,Pneumoconiosis,Chronic respiratory diseases,6.80E+17,
2015-12-23T14:55:27.000Z,To no no he opposed abortion of homes because he is one LOL Box,Non-Hodgkin lymphoma,Neoplasms,6.80E+17,
2015-12-19T22:13:38.000Z,To now I am down a master and a microwave and my mon has liver cancer well damn this year is kicking my ass feeling frustrated,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-16T23:26:00.000Z,To severalize the causes alias restraining pertaining to magnum pus diabetes yfjxU,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-24T11:06:33.000Z,To Such Christmas Rudeness cooking,Liver cancer,Neoplasms,6.80E+17,
2015-12-15T22:14:40.000Z,To sum is diagnosed with cervical cancer and had to undergo surgery the whole family creaked out yet she was all my doctor s handsome yes,Gall bladder,Digestive diseases (except cirrhosis),6.77E+17,
2015-12-26T15:03:47.000Z,To That are you supposed to do when you find out your dearly loved Tom has pancreatic cancer Devastated heartbroken numb angry,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-23T23:46:04.000Z,To the guy who s been building me at work got me medicine for my migrate I knew he was a good person,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-19T22:10:14.000Z,To the Prince suffered from Cardiomyopathy that s what it means to have the Christmas spirit,Epilepsy,Neurological disorders,6.78E+17,
2015-12-23T20:52:08.000Z,To you get all of your questions answered by your family doctor or cardiologist rib heart,Prostate cancer,Neoplasms,6.80E+17,
2015-12-16T22:37:03.000Z,To you have eczema Clergy amp Asthma Associates of Southern California can help you All 949 364 2900,Epilepsy,Neurological disorders,6.77E+17,
2015-12-16T21:44:27.000Z,To you know what the 5 year survival rate is amp how it s used for patient s prognosis ProstateCancer MensHealth,Epilepsy,Neurological disorders,6.77E+17,
2015-12-24T10:34:11.000Z,To You Or Someone You Love Have Diabetes These Lips Are For You,myocarditis,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-22T23:16:06.000Z,To you suffer from asthma or galleries New research shows natural relief with flax seeds soybeans,Pancreatitis,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-16T23:13:29.000Z,To you think I have Alzheimer s if I can t remember my own name Vol no Mob,Alzheimer,Neurological disorders,6.77E+17,
Sun Dec 06 17:58:31 +0000 2015,TODAY 3PM of HepBUnited weimar on the link between River Cancer amp Girl Keratitis,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,
Sat Dec 12 22:37:50 +0000 2015,Today I join in declaring that we must end presentable maternal deaths from haemorrhage ZeroMaternalDeaths,myocarditis,Cardiovascular and circulatory diseases,6.76E+17,
Fri Dec 04 19:57:17 +0000 2015,Tom Marijuana can help children MME connais marijuana epilepsy,Aortic aneurysm,Cardiovascular and circulatory diseases,6.73E+17,
2015-12-23T22:53:55.000Z,Tom on at least Tuberculosis That would ve been it tuberculosis mercy,Epilepsy,Neurological disorders,6.80E+17,
2015-12-16T22:41:11.000Z,Tomorrow Asthma check up Tuesday appointment at cardiologist By body seems to think I worked more or less for 35 years Now screw you,Epilepsy,Neurological disorders,6.77E+17,
2015-12-19T19:57:15.000Z,TONIGHT The and Annual Eating Mala fundraiser for Leukaemia amp Lymphoma Society w Archangel Cadaver Polls Sickle amp more 8PM 8 baffled,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
Fri Dec 11 21:55:11 +0000 2015,too bad Drama doesn t get prostate cancer or his husband give him HIV,Pancreatitis,Digestive diseases (except cirrhosis),6.75E+17,
Sat Nov 28 01:53:46 +0000 2015,Took Six Months to Give By Cardiomyopathy Story of Mind Over Medicine by Forgot Maurice,Peptic ulcer,Digestive diseases (except cirrhosis),6.70E+17,
2015-12-16T22:46:48.000Z,Top 10 tips to prevent breastcancer,Epilepsy,Neurological disorders,6.77E+17,
2015-12-24T21:13:22.000Z,Top 5 Health Benefits of Avocado arthritis avocadobenefits diabetes,Kidney cancer,Neoplasms,6.80E+17,
2015-12-16T20:32:22.000Z,Top epilepsy Twitter influences one should follow,multiple sclerosis,Neurological disorders,6.77E+17,
2015-12-23T23:01:47.000Z,Top multiple sclerosis articles from last week,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-19T02:07:46.000Z,Top multiple sclerosis Twitter influences one should follow,Kidney cancer,Neoplasms,6.78E+17,
2015-12-19T23:32:37.000Z,Top pancreatic cancer influences one should follow,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-19T23:54:53.000Z,Top prostate cancer articles from last week,Breast cancer,Neoplasms,6.78E+17,
